ResSitesID,Location,Station.Number,Date,Survey.Month,DayNight,BoaterID,NetterID,Tide.Stage,Time.Start,Time.Stop,Temp,Secchi,Conductivity,Turbidity,Channel.Type,Transport,Sample.Area,Start.Flow,Stop.Flow,Channel.Flow,Depth,Number.Snag,Light,Wind.Speed,Veg.Type,Bank.Type,RIPAR.BUSH,RIPAR.TREE,RIPAR.CANE,Volts,Amps,X..of.Range,Pulse.Width,Electrical.Config,Shock.Time,Shock.Distance,Difficulty,Total.Fish.Caught,Total.Species,Comments
895,NA,N56131,2003-07-15,NA,Day,13,6,ebb,1999-12-30,1999-12-30,22.2,56,125,NA,2,yes,1,0.01,0.35,0.35,4,13,68800,15,3,1,0,0,0,500,5,100,60,1,354,500,4,22,8,"Start: N 38 10.997, W 121 39.077, End: N 38 11.096, W 121 38.752"
896,NA,N70951,2003-07-17,NA,Day,13,6,ebb,1999-12-30,1999-12-30,21.6,72,121,NA,3,yes,1,0.01,0.03,0.2,10,3,51900,2,5,1,1,3,0,500,5,100,60,1,404,500,3,6,3,"Start: N 38 10.227, W 121 34.853, End: N 38 09.980, W 121 34.990"
897,NA,S25562,2003-07-21,NA,Day,13,11,ebb,1999-12-30,1999-12-30,26.2,50,187,NA,2,yes,2,0,NA,0.18,NA,NA,67500,NA,6,2,0,0,0,500,6,60,60,1,495,500,2,78,10,"Start; N 37 54.799, W 121 33.651, End: N 37 54.811, W 121 33.655"
898,NA,S09562,2003-07-23,NA,Day,13,6,ebb,1999-12-30,1999-12-30,27.3,16,819,NA,3,yes,1,0,0.03,0.02,2,8,15820,2,6,2,2,2,0,500,6,10,60,1,426,500,2,53,7,"Start: N 37 56.609, W 121 22.192, End: N 37 56.806, W 121 22.298"
899,NA,S76562,2003-07-22,NA,Day,6,13,flood,1999-12-30,1999-12-30,26.7,40,732,NA,2,yes,1,0,0,0,3,10,52200,0,6,2,2,1,1,500,6,10,60,1,427,500,1,39,7,"Start: N 37 48.767, W 121 25.009, End: N 37 48.598, W 121 24.750"
900,NA,E71111,2003-07-31,NA,Day,13,11,ebb,1999-12-30,1999-12-30,25.4,109,161,NA,3,no,1,0.01,NA,0.03,2,4,5300,5,1,1,0,0,0,500,6,50,60,1,333,500,3,129,6,"Start: N 38 02.655,  W 121 25.346, End: N 38 02.831, W 121 25.186"
901,NA,E78842,2003-07-31,NA,Day,11,13,ebb,1999-12-30,1999-12-30,26.4,80,189,NA,4,no,1,0,NA,0.01,2,8,13970,5,4,2,0,0,0,500,6,60,60,1,409,500,2,69,8,"Start: 38 02.405, W 121 23.180, End: 38 02.161, W 121 23.122"
902,NA,C30562,2003-08-01,NA,Day,13,6,ebb,1999-12-30,1999-12-30,22.8,106,165,NA,1,yes,2,0,0.02,0.02,4,3,14540,NA,6,2,0,0,0,500,6,60,60,1,400,500,3,31,10,"Start: N 38 03.527, W 121 32.243  End: N 38 03.641 , W 121 32.104"
903,NA,C25661,2003-08-01,NA,Day,6,13,ebb,1999-12-30,1999-12-30,22.8,75,157,NA,2,yes,1,0.01,0,0.19,5,5,10620,12,6,1,0,0,0,500,6,100,60,1,346,500,2,26,6,"Start: N 38 05.149, W 121 34.016, End: N 38 05.313, W 121 33.735"
904,NA,C29631,2003-08-01,NA,Day,13,6,ebb,1999-12-30,1999-12-30,22.8,69,288,NA,2,yes,1,0.01,0.22,0.22,4,2,47200,12,3,1,0,0,0,500,6,45,60,1,306,500,3,20,4,"Start: N 38 03.728, W 121 36.557, End: 38 03.811, W 121 36.882"
905,NA,E42511,2003-08-04,NA,Day,11,13,ebb,1999-12-30,1999-12-30,21.1,88,122,NA,4,no,1,0.02,0,0.04,4,6,48200,15,1,1,0,0,0,500,6,100,60,1,419,500,3,75,9,"Start: N 38 10.047, W 121 29.246, End: N 38 09.956, W 121 29.005"
906,NA,E26424,2003-08-04,NA,Day,11,13,ebb,1999-12-30,1999-12-30,22.2,76,126,NA,4,no,3,0.01,0,0.02,5,8,84700,5,2,4,0,0,0,500,6,90,60,1,730,500,4,82,13,"Start: N 38 16.053, W 121 30.120, End: N 38 16.185, W 121 29.888"
907,NA,N59511,2003-08-04,NA,Day,11,13,ebb,1999-12-30,1999-12-30,20.6,102,131,NA,2,yes,1,0.03,NA,0.33,3,3,85600,5,1,1,0,0,0,500,5,100,60,1,540,500,2,42,4,"Start: N 38 16.482,  W 121 32.462, End: N 38 16.313, W 121 32.214"
908,NA,E36452,2003-08-04,NA,Day,11,13,ebb,1999-12-30,1999-12-30,18.9,108,49,NA,2,yes,1,0,0.01,0.13,4,99,100300,5,5,2,2,2,0,500,2,100,60,1,601,500,4,46,7,"Start: N 38 15.439, W121 27.395, End: N 38 15.283, W 121 27.082"
909,NA,S14732,2003-08-05,NA,Day,13,11,flood,1999-12-30,1999-12-30,23.4,15,306,NA,4,no,1,0.01,0.05,0.01,1,6,66200,5,3,2,0,0,0,500,6,40,60,1,501,500,1,139,11,"Start: N 37 55.973, W 121 36.327, End:  nN 37 56.044, W 121 36.562"
910,NA,S29062,2003-08-05,NA,Day,13,6,flood,1999-12-30,1999-12-30,25.8,37,336,NA,4,no,1,0,0.03,0.03,3,6,41100,3,6,2,0,0,0,500,6,40,60,1,369,500,1,149,13,"Start: N 37 54.315, W 121 36.647, End: N 37 54.463, W 121 36.549"
911,NA,S18661,2003-08-05,NA,Day,13,6,flood,1999-12-30,1999-12-30,24.5,81,250,NA,2,yes,1,0.02,0.03,0.16,4,8,96800,5,6,1,0,0,0,500,6,40,60,1,484,500,2,56,5,"Start: N 37 56.446, W 121 33.818, End: N 37 56.408, W 121 33.853"
912,NA,N55511,2003-08-06,NA,Day,11,13,ebb,1999-12-30,1999-12-30,20.4,106,132,NA,2,yes,1,0.09,0.05,0.14,3,1,48900,15,1,1,0,0,0,500,4,100,60,1,563,500,2,63,12,"Start: N 38 11.564, W 121 37.379, End: N 38 11.653, W 121 37.063"
913,NA,N53311,2003-08-06,NA,Day,11,13,ebb,1999-12-30,1999-12-30,20.8,102,128,NA,2,yes,1,0.02,0.02,0.13,2,3,69500,18,1,1,0,0,0,500,4,100,60,1,477,500,3,32,7,"Start: N 38 11.487, W 121 38.368 End:  N 38 11.633, W 121 38.084"
914,NA,W38162,2003-08-07,NA,Day,13,6,ebb,1999-12-30,1999-12-30,21.7,38,315,NA,1,yes,1,0,0.02,0.08,3,4,46600,10,6,2,0,0,0,500,6,40,60,1,402,500,1,30,7,"Start: N 38 01.961, W 121 44.252 End: N 38 02.112, W 121 43.960"
915,NA,W34052,2003-08-07,NA,Day,6,11,flood,1999-12-30,1999-12-30,21.7,28,398,NA,3,no,2,0.02,0.1,0.22,8,18,69200,15,5,2,1,1,2,500,6,40,60,1,456,500,3,15,8,"Start: N 38 02 .215, W 121 46.799 End: N 38 02.143, W 121 47.010"
916,NA,W32862,2003-08-07,NA,Day,6,13,flood,1999-12-30,1999-12-30,21.3,48,446,NA,5,no,4,0.02,0,0.03,2,0,32700,20,6,2,0,0,0,500,7,40,60,1,420,500,2,18,5,"Start: N 38 02.060, W 121 48.344 End: N 38 01.831, W 121 48.191"
917,NA,C81962,2003-08-21,NA,Day,11,99,ebb,1999-12-30,1999-12-30,23,98,252,NA,3,no,4,0,0.12,0.03,1,35,20000,10,6,2,0,0,0,500,6,40,60,1,655,500,3,92,7,"Start: N 37 58.362, W 121 34.701 End: N 37 58.470, W 121 34.829"
918,NA,C62351,2003-08-21,NA,Day,11,99,ebb,1999-12-30,1999-12-30,22.8,100,235,NA,3,no,1,0.1,0,0.2,2,6,30900,15,5,1,1,3,0,500,6,40,60,1,501,500,3,34,4,"Start: N 38 00.695, W 121 33.960 End: N 38 00.618, W 121 34.265"
919,NA,S45311,2003-08-28,NA,Day,99,11,ebb,1999-12-30,1999-12-30,23.9,80,211,NA,3,yes,1,0,0,0.01,2,1,71900,20,1,1,0,0,0,500,6,55,60,1,542,500,3,39,5,"Start: N 37 52.878, W 121 30.318 End: N 37 53.015, W 121 30.014"
920,NA,C60426,2003-11-06,NA,Day,13,6,ebb,1999-12-30,1999-12-30,15.6,148,360,NA,2,yes,3,0.01,0.02,0.06,2,3,13200,2,6,2,0,0,0,500,6,35,60,1,480,500,2,100,5,"Start: N 38 00.519, W 121 32.674 End: N 38 00.484, W 121 33.028"
922,NA,E11451,2003-11-06,NA,Day,13,6,flood,1999-12-30,1999-12-30,14.5,48,562,NA,4,no,1,0.03,0.06,0.06,3,23,17080,2,5,1,2,2,0,500,6,20,60,1,262,500,2,320,9,"Start: N 37 57.503, W 121 20.628        End: N 37 57.593,W 121 20.299"
923,NA,E79161,2003-11-07,NA,Day,13,6,ebb,1999-12-30,1999-12-30,13.9,80,174,NA,4,no,1,0,0,0,2,8,10420,0,6,1,0,0,0,500,6,60,60,1,387,500,2,347,8,Start: N 38 01.991 W 121 22.568         End: N 38 01.965 W 121 22.236
924,NA,E73261,2003-11-07,NA,Day,13,6,ebb,1999-12-30,1999-12-30,13.6,82,72,NA,4,no,1,0,0,0,2,9,34500,0,6,1,0,0,0,500,4,100,60,1,310,500,2,383,9,START: N 38 02.604 W 121 22.207 END: N 38 02.600 W 121 22.581
925,NA,C40952,2003-11-12,NA,Day,13,6,ebb,1999-12-30,1999-12-30,14.2,115,276,NA,2,yes,1,0,0.01,0.01,3,21,2620,2,5,2,1,3,0,500,6,40,60,1,426,500,4,161,7,START: N 38 02.155 W 121 29.633 END: N 38 02.339 W 121 29.840
926,NA,C99461,2003-11-12,NA,Day,6,13,flood,1999-12-30,1999-12-30,14.3,192,272,NA,2,yes,1,0,0,0,2,2,4230,0,6,1,0,0,0,500,6,40,60,1,551,500,2,36,6,START: N 38 02.978 W 121 31.176 END: N 38 02.750 W 121 31.362
927,NA,C65762,2003-11-13,NA,Day,13,6,flood,1999-12-30,1999-12-30,14.4,190,608,NA,2,yes,2,0.02,0.1,0.1,10,3,36200,2,6,2,0,0,0,500,6,20,60,1,526,500,3,88,4,START: N 38 01.258 W 121 34.877 END: N 38 00.996 W 121 34.872
928,NA,C65662,2003-11-13,NA,Day,6,13,flood,1999-12-30,1999-12-30,14.5,188,274,NA,2,yes,2,0,0,0,12,3,27000,3,6,2,0,0,0,500,6,15,60,1,551,500,2,36,4,START: N 38 01.540 W 121 34.984 END: N 38 01.749 W 121 34.937
929,NA,N86331,2003-11-14,NA,Day,13,6,flood,1999-12-30,1999-12-30,13.8,73,201,NA,2,yes,1,0,0.02,0.01,5,2,26200,3,3,1,0,0,0,500,6,60,60,1,482,500,3,43,8,START: N 38 07.181 W 121 32.338 END: N 38 07.110 W 121 32.679
930,NA,E32852,2003-11-14,NA,Day,13,6,flood,1999-12-30,1999-12-30,13.1,120,167,NA,2,yes,3,0,0,0.13,2,100,31200,1,5,2,1,3,0,500,6,50,60,1,400,500,3,98,4,START: N 38 16.182 W 121 28.387 END: N 38 16.170 W 121 28.047
931,NA,W18324,2003-11-17,NA,Day,13,6,flood,1999-12-30,1999-12-30,14.2,34,3753,NA,1,yes,1,0,0.2,0.18,1,11,30200,10,4,2,0,0,0,500,6,5,60,1,280,500,4,2,2,START: N 38 03.969 W121 48.784 END: N 38 04.061 W 121 49.126
932,NA,W05416,2003-11-17,NA,Day,13,6,flood,1999-12-30,1999-12-30,13.7,71,644,NA,2,yes,1,0,0.22,0.22,3,6,36600,10,6,1,0,0,0,500,6,20,60,1,443,500,4,132,10,START: N 38 06.490 W 121 42.003 END: N 38 06.362 W 121 41.734
933,NA,N51641,2003-11-18,NA,Day,13,6,flood,1999-12-30,1999-12-30,12.8,108,180,NA,2,yes,1,0.01,0.04,0.03,3,6,18300,3,4,1,0,0,0,500,6,60,60,1,388,500,1,5,3,START: N 38 13.781 W 121 36.216 END: N 38 14.057 W 121 36.213
934,NA,N51861,2003-11-18,NA,Day,6,13,flood,1999-12-30,1999-12-30,12.7,128,181,NA,2,yes,1,0,0,0.1,3,4,19500,3,5,1,1,3,0,500,6,70,60,1,270,240,1,14,6,START: N 38 13.296 W 121 36.190 END: N 38 13.166 W 121 36.248
935,NA,N51831,2003-11-18,NA,Day,6,13,flood,1999-12-30,1999-12-30,12.7,128,181,NA,2,yes,1,0,0,0.1,3,3,19500,3,3,1,0,0,0,500,6,70,60,1,268,260,1,10,6,START: N 38 13.166 W 121 36.248 END: N 38 13.042 W 121 36.335
936,NA,W21561,2003-11-20,NA,Day,13,6,flood,1999-12-30,1999-12-30,14.1,116,823,NA,2,yes,1,0,0.04,0.04,5,9,18700,3,6,1,0,0,0,500,6,20,60,1,518,500,2,87,9,START: N 38 03.824 W 121 38.864 END: N 38 04.096 W 121 38.870
937,NA,S39462,2003-11-24,NA,Day,13,6,ebb,1999-12-30,1999-12-30,9.4,106,674,NA,2,yes,1,0.01,0.01,0.01,1,100,18250,0,6,2,1,3,0,500,6,20,60,1,441,500,4,484,7,START: N 37 52.853 W 121 23.105 END: N 37 52.487 W 121 23.098
938,NA,S37331,2003-11-24,NA,Day,6,13,ebb,1999-12-30,1999-12-30,11.8,135,373,NA,2,yes,1,0,0,0,2,3,9690,2,3,1,0,0,0,500,6,40,60,1,362,500,2,211,6,START: N 37 53.084 W 121 29.082 END: N 37 53.255 W 121 29.201
939,NA,S37762,2003-11-25,NA,Day,13,6,ebb,1999-12-30,1999-12-30,10.7,130,392,NA,2,yes,3,0.01,0.03,0.02,1,4,25400,2,6,2,0,0,0,500,6,30,60,1,360,500,4,359,5,START: N 37 52.890 W 121 27.900 END: N 37 52.997 W 121 26.147
940,NA,S83762,2003-11-25,NA,Day,13,6,flood,1999-12-30,1999-12-30,10,73,849,NA,2,yes,1,0.01,0.04,0.02,3,100,52400,3,6,2,1,3,0,500,6,10,60,1,430,500,3,66,8,START: N 37 48.055 W 121 25.329 END: N 37 48.307 W 121 25.180
941,NA,E39011,2003-12-01,NA,Day,11,13,flood,1999-12-30,1999-12-30,10.8,102,104,NA,4,no,1,0,0,0.06,3,99,NA,15,1,1,0,0,0,500,4,100,60,1,553,500,3,129,10,START: N 38 11.755 W 121 27.793 END: N 38 11.925 W 121 27.600
942,NA,E14711,2003-12-02,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.9,117,769,NA,1,yes,1,0.02,0.03,0.02,10,6,6500,2,1,1,0,0,0,500,6,15,60,1,447,500,2,33,4,START: N 37 57.088 W 121 19.189 END: N 37 57.119 W 121 18.866
943,NA,E85661,2003-12-02,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.7,83,572,NA,2,yes,1,0,0,0,2,12,19660,0,6,1,0,0,0,500,6,20,60,1,301,500,2,72,5,START: N 38 00.068 W 121 24.168 END: N 38 00.183 W 121 23.906
944,NA,C77361,2003-12-02,NA,Day,6,13,flood,1999-12-30,1999-12-30,11.2,109,239,NA,2,yes,1,0.02,0.02,0.02,3,6,14070,3,6,1,0,0,0,500,6,50,60,1,360,500,2,191,6,START: N 38 02.317 W 121 26.362 END: N 38 02.474 W 121 26.053
945,NA,C41161,2003-12-03,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.4,199,360,NA,2,yes,1,0.02,NA,0.09,NA,NA,8080,1,6,1,0,0,0,500,6,40,60,1,369,500,3,90,7,START: N 38 02.037 W 121 31.223 END: N 38 02.390 W 121 31.350
946,NA,C30762,2003-12-03,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.4,199,341,NA,2,yes,3,0.01,0.01,0.03,6,4,10370,2,6,2,0,0,0,500,6,40,60,1,423,500,3,70,4,START: N 38 03.640 W 121 32.057 END: N 38 03.881 W 121 31.948
947,NA,C27062,2003-12-03,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.5,199,340,NA,2,yes,3,0.01,0.03,0.02,NA,NA,12580,3,6,2,0,0,0,500,6,40,60,1,362,500,3,65,5,START: N 38 04.024 W 121 32.098 END: N 38 03.857 W 121 32.387
948,NA,W17463,2003-12-04,NA,Day,13,6,flood,1999-12-30,1999-12-30,10.9,58,520,NA,1,yes,1,0.01,0.04,0.24,4,3,9270,1,6,3,0,0,0,500,6,20,60,1,369,500,2,13,3,START: N 38 04.658 W 121 46.213 END: N 38 04.808 W 121 45.923
949,NA,E44331,2003-12-05,NA,Day,11,13,low,1999-12-30,1999-12-30,11.2,120,230,NA,4,no,1,0,0,0,3,4,8010,5,3,1,0,0,0,500,4,45,60,1,306,500,4,390,9,START: N 38 10.098 W 121 27.929 END: N 38 10.121 W 121 28.230
950,NA,W58361,2003-12-08,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.7,160,1417,NA,2,yes,1,0.09,0.13,0.1,10,3,37300,5,6,1,0,0,0,500,6,15,60,1,387,500,2,7,3,START: N 38 00.811 W 121 39.951 END: N 38 00.452 W 121 32.976
951,NA,W53461,2003-12-08,NA,Day,13,6,flood,1999-12-30,1999-12-30,11.6,130,1258,NA,2,yes,1,0.01,0.03,0.03,3,6,37300,5,6,1,0,0,0,500,6,10,60,1,280,500,3,44,3,START: N 38 02.446 W 121 40.294 END: N 38 02.512 W 121 39.945
952,NA,N76361,2003-12-10,NA,Day,13,6,flood,1999-12-30,1999-12-30,11,65,163,NA,2,yes,1,0.01,0.02,0.02,8,3,10660,5,6,1,0,0,0,500,6,60,60,1,387,500,4,18,7,START: N 38 10.858 W 121 31.573 END: N 38 10.596 W 121 31.533
953,NA,C01962,2003-12-11,NA,Day,13,6,flood,1999-12-30,1999-12-30,10.6,120,403,NA,2,yes,2,0,0.02,0.01,3,3,13750,10,6,2,0,0,0,500,6,40,60,1,423,500,4,73,6,START: N 37 58.278 W 121 31.908 END: N 37 58.229 W 121 32.233
954,NA,C11561,2003-12-11,NA,Day,13,6,flood,1999-12-30,1999-12-30,11,101,792,NA,2,yes,1,0,0.04,0.03,2,3,45800,10,6,1,0,0,0,500,6,40,60,1,522,500,4,124,5,START: N 37 57.119  W 121 33.652 END: N 37 56.885 W 121 33.473
955,NA,N53051,2003-12-12,NA,Day,13,6,ebb,1999-12-30,1999-12-30,10.7,30,168,NA,2,yes,1,0.04,0.04,0.17,3,10,11550,5,5,1,1,1,2,500,6,90,60,1,241,270,3,17,4,START: N 38 11.652 W 121 37.445 END: N 38 11.665 W 121 37.634
956,NA,N53011,2003-12-12,NA,Day,6,13,ebb,1999-12-30,1999-12-30,10.7,30,168,NA,2,yes,1,0.04,0.04,0.17,3,0,11550,5,1,1,0,0,0,500,6,90,60,1,202,230,3,19,4,START: N 38.11.665 W 121 37.634 END: N 38 11.684 W 121 37.786
957,NA,N78852,2003-12-15,NA,Day,13,6,ebb,1999-12-30,1999-12-30,10.1,40,166,NA,2,yes,1,0.09,0.3,0.26,10,22,2000,5,5,2,1,3,0,500,6,80,60,1,433,500,5,3,3,START: N 38 13.446 W 121 32.118 END: N 38 13.401 W 121 32.457
958,NA,S41661,2003-12-16,NA,Day,6,13,flood,1999-12-30,1999-12-30,10.3,150,749,NA,2,yes,1,0.18,0,0.13,2,2,13670,0,6,1,0,0,0,500,6,30,60,1,377,500,4,30,5,START: N 37 54.742 W 121 33.817 END: N 37 54.560 W 121 33.935
959,NA,S01262,2003-12-17,NA,Day,13,6,ebb,1999-12-30,1999-12-30,9.3,45,1403,NA,2,yes,1,0.01,0.01,0.01,2,16,8280,0,6,2,0,0,0,500,7,0,60,1,463,500,3,517,7,START: N 37 47.816 W 121 28.109 END: N 37 47.599 W 121 28.306
960,NA,S88216,2003-12-19,NA,Day,13,6,ebb,1999-12-30,1999-12-30,9.7,60,903,NA,2,yes,1,0.06,0.03,0.06,2,4,6840,0,1,2,0,0,0,500,6,20,60,1,415,500,3,124,10,START: N 37 48.598 W 121 19.560 END: N 37 48.660 W 121 19.281
961,NA,S03454,2003-12-22,NA,Day,11,13,ebb,1999-12-30,1999-12-30,9.7,39,2118,NA,4,no,1,0,0,0,1,82,6730,0,5,4,1,3,0,500,6,15,60,1,680,500,3,72,6,START: N 37 47.843 W 121 21.964 END: N 37 47.792 W 121 21.756
962,NA,N52842,2004-01-05,NA,Day,13,11,flood,1999-12-30,1999-12-30,9.1,46,428,NA,1,yes,1,0.01,0,0.2,4,3,28300,5,4,2,0,0,0,500,6,35,60,1,436,500,4,26,7,START: N 38 02.293 W 121 46.973 END: N 38 01.142 W 121 44.524
963,NA,N31842,2004-01-05,NA,Day,13,11,flood,1999-12-30,1999-12-30,7.8,27,235,NA,3,yes,2,0.01,NA,0.11,5,20,21800,5,4,2,0,0,0,500,6,50,60,1,660,500,3,43,11,START: N 38 02.258 W 121 46.963 END: N 38 02.049 W 121 46.985
964,NA,N35252,2004-01-06,NA,Day,13,99,flood,1999-12-30,1999-12-30,7.3,20,1450,NA,2,yes,1,0.35,0.36,0.36,7,35,11740,2,5,2,2,1,1,500,5,100,60,1,536,500,5,24,6,START: N 38 15.463 W 121 39.136 END: N 38 15.725 W 121 39.076
965,NA,N51541,2004-01-06,NA,Day,13,99,flood,1999-12-30,1999-12-30,7.4,21,145,NA,2,yes,1,0.25,0.33,0.33,3,21,18500,1,4,1,0,0,0,500,5,100,60,1,455,500,4,18,5,START: N 38 14.054 W 121 36.202 END: N 38 13.797 W 121 36.206
966,NA,W12761,2004-01-07,NA,Day,99,13,high,1999-12-30,1999-12-30,8,21,202,NA,2,yes,1,0,0,0,8,17,13560,0,6,1,0,0,0,500,6,100,60,1,452,500,2,40,10,START: N 38 04.854 W 121 43.445 END: N 38 04.906 W 121 43.102
967,NA,S65662,2004-01-08,NA,Day,13,99,ebb,1999-12-30,1999-12-30,8.7,53,832,NA,2,yes,2,0,0.03,0.06,2,99,11040,2,6,2,2,2,0,500,7,20,60,1,595,500,2,48,5,START: N 37 49.176 W 121 29.708 END: N 37 49.179 W 121 30.052
968,NA,S66451,2004-01-08,NA,Day,99,13,ebb,1999-12-30,1999-12-30,8.6,57,831,NA,2,yes,1,0,0,0.08,1,12,8620,0,5,1,1,2,1,500,6,15,60,1,522,500,2,45,6,START: N 37 49.127 W 121 31.987 END: N 37 49.130 W 121 31.648
969,NA,C41831,2004-01-12,NA,Day,13,99,flood,1999-12-30,1999-12-30,8.9,48,206,NA,2,yes,1,0.01,0.02,0.02,3,2,6580,2,3,1,0,0,0,500,6,100,60,1,260,500,2,6,3,START: N 38 02.794 W 121 34.757 END: N 38 03.280 W 121 34.778
970,NA,C69362,2004-01-13,NA,Day,13,99,flood,1999-12-30,1999-12-30,9.1,47,2930,NA,2,yes,4,0,0,0.2,2,2,4650,1,6,2,0,0,0,500,6,80,60,1,508,500,3,79,6,START: N 38 00.569 W 121 27.564 END: N 38 00.320 W 121 26.949
971,NA,C72411,2004-01-13,NA,Day,11,13,ebb,1999-12-30,1999-12-30,9.2,63,338,NA,1,yes,4,0,0,0.1,2,3,5900,0,1,2,0,0,0,500,6,40,60,1,279,300,3,24,5,START: N 37 59.912 W 121 27.031 END: N 37 59.914 W 121 26.964
972,NA,C72453,2004-01-13,NA,Day,11,13,ebb,1999-12-30,1999-12-30,9.2,63,338,NA,1,yes,4,0,0,0.1,1,6,5900,0,5,3,0,4,0,500,6,40,60,1,229,200,3,13,6,START: N 37 59.914 W 121 26.964 END: N 37 59.824 W 121 26.840
974,NA,C72352,2004-01-13,NA,Day,99,13,ebb,1999-12-30,1999-12-30,9.3,57,338,NA,1,yes,4,0,0,0.1,1,12,6920,1,5,2,0,4,0,500,6,40,60,1,322,360,3,16,5,START: N 37 59.842 W 121 26.840 END: N 37 59.812 W 121 26.745
975,NA,C72342,2004-01-13,NA,Day,99,13,ebb,1999-12-30,1999-12-30,9.3,57,338,NA,1,yes,4,0,0,0.1,2,3,6920,1,4,2,0,0,0,500,6,40,60,1,120,140,3,35,6,START: N 37 59.812 W 121 26.745 END: N 37 59.746 W 121 26.816
976,NA,S38752,2004-01-15,NA,Day,11,13,flood,1999-12-30,1999-12-30,9.3,56,652,NA,2,no,1,0.07,0,0.12,1,99,12830,2,5,2,1,2,1,500,6,35,60,1,357,500,4,47,4,START: N 37 53.343 W 121 25.047 END: N 37 53.262 W 121 24.767
977,NA,C49162,2004-01-16,NA,Day,11,13,flood,1999-12-30,1999-12-30,9.1,50,203,NA,2,no,2,0,0,0.06,10,0,5340,10,6,2,0,0,0,500,7,70,60,1,492,500,4,38,3,START: N 38 01.394 W 121 30.758 END: N 38 01.445 W 121 30.669
978,NA,E01431,2004-01-22,NA,Day,13,99,ebb,1999-12-30,1999-12-30,8.6,76,339,NA,2,yes,1,0,0.03,0.04,2,4,9300,0,3,1,0,0,0,500,7,60,60,1,335,500,4,410,7,START: N 38 01.623 W 121 23.824 END: N 38 01.782 W 121 24.091
979,NA,N01361,2004-01-14,NA,Day,13,99,flood,1999-12-30,1999-12-30,9.4,32,167,NA,2,yes,1,0,0.04,0.03,2,6,6000,1,6,1,0,0,0,500,6,80,60,1,580,500,2,22,7,START: N 38 05.767 W 121 33.969 END: N 38 06.085 W 121 33.584
980,NA,E26362,2004-01-20,NA,Day,99,13,ebb,1999-12-30,1999-12-30,9.3,53,292,NA,2,yes,2,0.03,0.02,0.06,2,99,5000,0,6,2,3,1,0,500,6,50,60,1,355,500,3,90,4,START: N 38 16.221 W 121 29.872 END: N 38 15.966 W 121 29.858
981,NA,E24262,2004-01-20,NA,Day,13,99,ebb,1999-12-30,1999-12-30,9.6,58,310,NA,2,yes,1,0,0.01,0.01,3,16,5810,0,6,2,2,2,0,500,7,60,60,1,308,500,3,99,7,START: N 38 16.325  W 121 29.681 END: N 38 16.609  W 121 29.704
982,NA,E01062,2004-01-27,NA,Day,99,13,ebb,1999-12-30,1999-12-30,9,60,589,NA,4,no,2,0,0,0,2,1,1450,12,6,2,0,0,0,500,6,40,60,1,525,500,3,21,4,START: N 37 59.839  W 121 21.986 END: N 37 59.733  W 121 22.082
983,NA,E04861,2004-01-27,NA,Day,13,99,ebb,1999-12-30,1999-12-30,9.1,37,559,NA,2,yes,1,0,0.02,0,2,3,6050,10,6,1,3,0,1,500,7,40,60,1,240,500,4,262,5,START: N 38 00.479  W 121 23.408 END: N 38 00.325  W 121 23.677
984,NA,S74251,2004-01-30,NA,Day,13,99,flood,1999-12-30,1999-12-30,11,46,1055,NA,2,yes,1,0.01,0.09,0.06,2,4,13680,5,5,1,2,2,0,500,7,15,60,1,408,500,3,96,8,START: N 37 49.308  W 121 19.082 END: N 37 49.491 W  121 18.837
985,NA,C66961,2004-02-03,NA,Day,13,99,ebb,1999-12-30,1999-12-30,9.5,100,245,NA,2,yes,1,0.01,0.02,0.04,4,3,2000,7,6,1,0,0,0,500,6,60,60,1,400,500,3,34,6,START: N 38 00.037 W 121 30.939 END: N 38 00.160 W 121 31.245
986,NA,C98041,2004-02-04,NA,Day,99,13,flood,1999-12-30,1999-12-30,9.4,94,236,NA,1,yes,1,0,0.01,0.08,1,1,10950,5,4,1,0,0,0,500,6,60,60,1,505,500,2,5,4,START: N 38 03.702 W 121 33.667 END: N 38 03.489 W 121 33.477
987,NA,C98261,2004-02-04,NA,Day,99,13,flood,1999-12-30,1999-12-30,9.2,85,233,NA,4,no,1,0,0,0,2,3,1395,5,6,1,0,0,0,500,6,60,60,1,551,500,3,59,5,START: N 38 04.138 W 121 33.922 END: N 38 03.941 W 121 33.714
988,NA,C46952,2004-02-05,NA,Day,13,99,flood,1999-12-30,1999-12-30,9.6,103,287,NA,2,yes,2,0,0.02,0.08,1,99,22100,0,5,2,1,1,2,500,7,40,60,1,472,500,2,129,5,START: N 38 01.552 W 121 28.733 END: N 38 01.563 W 121 28.998
989,NA,C99516,2004-02-05,NA,Day,13,99,flood,1999-12-30,1999-12-30,9.6,112,252,NA,2,yes,1,0,0.08,0.08,4,0,48800,5,6,1,0,0,0,500,6,50,60,1,322,500,4,94,5,START: N 38 02.811 W 121 31.298 END: N 38 02.588 W 121 31.489
